Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.8583984375
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.05078125
1,0,0,1,1,0,1,1,0,1,0,1,1,0,17,3,1,1,1,2.720703125
2,0,0,1,2,0,1,0,0,0,0,0,0,0,13,3,1,1,1,4.7119140625
1,0,0,3,4,0,0,0,0,0,0,0,0,0,11,3,0,1,0,2000.0
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.767578125
6,0,0,1,2,0,1,0,0,0,0,0,0,0,22,8,1,1,1,10.9208984375
1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,1,1,1,106.7373046875
1,0,1,0,0,1,0,0,0,0,0,0,0,0,89,5,2,2,2,25.435546875
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,16.4580078125
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.0107421875
1,0,0,4,5,0,0,1,0,0,0,0,0,0,37,9,1,1,1,97.865234375
1,0,0,1,2,0,1,0,0,0,0,0,0,0,9,1,1,1,1,76.232421875
1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,3,1,1,1,40.193359375
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.794921875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,2,1,1,1,6.5927734375
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.322265625
1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,1,213.9619140625
1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,0,1,1,5.234375
1,0,1,0,0,0,0,1,0,0,0,0,0,0,15,13,0,0,1,186.705078125
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,0,1.947265625
1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,11,2,2,2,205.1904296875
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.9970703125
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,58.76953125
3,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,2,2,2,46.5166015625
9,0,0,1,2,0,1,0,0,0,0,0,0,0,25,9,1,1,1,36.298828125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,7.9208984375
1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,1,1,1,51.02734375
5,1,0,2,3,0,1,1,0,0,0,0,0,0,28,6,1,1,1,9.8642578125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,1,0,2.986328125
1,0,1,0,0,0,1,1,0,0,0,0,0,0,27,18,0,0,1,518.75390625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,3,1,1,1,10.1533203125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.59765625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,0,0,0,1.251953125
1,0,0,1,1,0,1,1,0,0,0,0,0,0,20,7,2,2,2,49.8974609375
3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,2,2,2,53.521484375
1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,7,1,1,1,206.5322265625
1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,1,1,110.8310546875
54,0,0,1,2,0,1,0,0,0,0,0,0,0,189,64,3,3,3,238.3369140625
1,0,0,3,4,0,0,1,0,0,0,0,0,0,71,56,1,1,1,79.298828125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,1,0,1.33203125
1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,2,2,2,67.310546875
1,0,0,5,6,0,0,1,0,0,0,0,0,0,72,55,1,1,1,126.2822265625
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.8759765625
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.8984375
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.857421875
0,0,2,0,0,0,0,1,0,0,0,1,1,0,25,15,0,0,1,56.0146484375
1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,5,1,1,1,7.4326171875
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.8359375
11,1,0,4,5,0,0,1,0,1,0,9,1,0,89,31,1,1,2,603.1962890625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.57421875
1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,0,1,1,5.1767578125
22,0,0,1,1,0,1,0,0,0,0,0,0,0,26,1,1,1,1,10.5478515625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,3,1,1,1,40.46484375
2,0,0,1,1,0,1,0,0,0,0,1,0,0,13,2,1,1,1,5.900390625
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.3935546875
69,0,0,2,1,0,0,1,0,0,0,0,0,0,411,183,1,1,1,692.5078125
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.38671875
4,0,0,1,2,0,1,0,0,0,0,0,0,0,17,5,1,1,1,10.2255859375
0,0,2,0,0,0,0,1,0,0,0,1,1,0,25,15,0,0,1,53.1748046875
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.87109375
1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,7,1,1,1,239.830078125
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,9.4111328125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,1,187.5625
1,0,0,1,1,0,0,1,0,0,0,0,0,0,38,6,1,1,1,35.1640625
1,0,0,1,1,0,1,1,0,0,0,0,0,0,19,7,2,2,2,46.083984375
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,590.7041015625
3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,2,2,2,44.89453125
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.8876953125
5,0,0,1,2,0,1,0,0,0,0,0,0,0,17,5,1,1,1,29.861328125
0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,3,1,1,1,17.3955078125
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.1396484375
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,590.720703125
1,0,0,1,1,0,1,1,0,0,0,0,0,0,19,7,2,2,2,33.12109375
1,0,0,5,6,0,0,0,0,0,0,0,0,0,21,11,1,1,1,7.380859375
36,0,0,2,2,0,1,0,0,0,0,0,0,0,195,65,1,1,1,615.7939453125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,1,143.3017578125
1,0,0,5,6,0,0,5,0,0,0,0,0,0,73,18,7,7,7,45.2822265625
2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,1,1,300.7021484375
0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,7.2705078125
1,0,0,1,2,0,1,0,0,0,0,0,0,0,9,1,1,1,1,75.64453125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,1,1,1,5.6982421875
1,0,0,3,4,0,0,0,0,0,0,0,0,0,16,8,1,1,1,6.091796875
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.810546875
22,0,0,1,1,0,1,0,0,0,0,0,0,0,26,1,1,1,1,10.2841796875
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,0,1.9541015625
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.5947265625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,3,1,1,1,40.501953125
7,0,0,1,2,0,1,0,0,0,0,0,0,0,24,8,1,1,1,16.919921875
2,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,2,2,2,81.865234375
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,1,1,1,4.9169921875
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.9658203125
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.8759765625
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.9248046875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,1,1,1,5.7607421875
1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,0,1,1,3.8349609375
3,0,0,0,0,0,1,0,0,0,0,0,0,0,76,4,1,1,1,35.6748046875
2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,2,2,2,34.3251953125
5,0,0,1,1,0,1,0,0,0,0,0,0,0,25,4,1,1,1,11.2939453125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.708984375
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,590.5966796875
6,0,0,0,0,0,0,0,0,0,0,0,0,0,145,52,2,2,2,290.56640625
3,0,0,0,0,0,1,0,0,0,0,0,0,0,31,12,1,1,1,299.21875
1966,0,0,2,1,1,1,2,0,0,1,0,0,0,22625,1746,4,4,4,14417.7119140625
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.3486328125
1,0,0,4,5,0,0,1,0,0,0,0,0,0,37,9,1,1,1,97.990234375
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.5498046875
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.3359375
2,0,0,1,2,0,1,0,0,0,0,0,0,0,11,2,0,1,0,8.7890625
1,0,0,2,3,0,0,0,0,0,0,0,0,0,12,5,1,1,1,5.9638671875
7,0,0,1,2,0,1,0,0,0,0,0,0,0,24,8,1,1,1,16.640625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,1,1,1,2000.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,1,111.6748046875
1,0,1,0,0,0,0,0,0,0,0,0,0,0,42,13,2,2,2,252.6689453125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.90234375
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.708984375
2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,2,2,2,40.1513671875
1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,5,2,2,2,88.298828125
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.705078125
5,0,0,1,2,0,1,0,0,0,0,0,0,0,19,7,1,1,1,9.4619140625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.533203125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,1,1,1,8.3212890625
2,0,1,1,1,1,0,0,0,0,0,0,0,0,22,8,3,3,3,359.08984375
12,1,0,4,5,0,0,1,0,1,0,9,1,0,89,31,1,1,2,741.693359375
3,0,0,0,0,0,1,0,0,0,0,0,0,0,31,12,1,1,1,299.21875
12,1,0,4,5,0,0,1,0,1,0,9,1,0,89,31,1,1,2,249.625
1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,0,1,0,5.095703125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.4443359375
3,0,0,3,4,0,1,0,0,0,0,0,0,0,23,7,1,1,1,30.619140625
3,0,0,0,0,0,1,0,0,0,0,0,0,0,71,4,1,1,1,34.71875
20,0,0,1,1,0,1,0,0,0,0,0,0,0,24,1,1,1,1,5.2294921875
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,590.8916015625
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.7744140625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,5,1,1,1,7.6025390625
3,0,0,0,0,0,1,0,0,0,0,0,0,0,68,4,1,1,1,32.462890625
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,6.41796875
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,0,1.857421875
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.1279296875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,1,0,3.0263671875
22,0,0,1,1,0,1,0,0,0,0,0,0,0,26,1,1,1,1,10.90234375
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.98828125
1,0,0,1,3,0,1,0,0,0,0,0,0,0,13,2,0,1,0,2.45703125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.2412109375
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.4296875
1,0,0,5,6,0,1,0,0,0,0,0,0,0,18,2,1,1,1,81.2421875
9,0,0,1,2,0,1,0,0,0,0,0,0,0,28,10,1,1,1,14.3974609375
1,0,1,0,0,1,0,0,0,0,0,0,0,0,89,5,2,2,2,25.435546875
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.6318359375
2,0,0,1,1,0,1,0,0,0,0,1,0,0,13,2,1,1,1,5.90234375
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.875
1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,7,2,2,2,185.8134765625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,3.5478515625
4,0,0,0,0,0,1,0,0,0,0,0,0,0,69,5,1,1,1,33.369140625
4,0,0,0,0,0,1,0,0,0,0,0,0,0,75,5,1,1,1,47.2763671875
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,6.4130859375
12,0,0,0,0,3,2,3,0,0,0,1,1,0,15,1,9,15,6,6.1298828125
0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,3,1,1,1,18.341796875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,1,1,1,8.154296875
2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,2,2,2,36.6259765625
2,0,0,1,2,0,1,0,0,0,0,0,0,0,13,3,1,1,1,4.69921875
1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,7,1,1,1,239.0380859375
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,3,1,1,1,3.486328125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.6767578125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.7900390625
2,0,0,1,1,1,0,1,0,0,0,0,1,0,17,4,1,1,1,7.8818359375
21,0,0,1,2,0,1,0,0,0,0,0,0,0,54,22,1,1,1,54.8564453125
1,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,0,0,4.0185546875
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.4443359375
6,0,0,2,3,0,1,0,0,0,0,0,0,0,27,9,1,1,1,31.5458984375
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,57.96484375
12,1,0,4,5,0,0,1,0,1,0,9,1,0,89,31,1,1,2,249.625
1,0,0,3,4,0,0,0,0,0,0,0,0,0,11,3,0,1,0,2000.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2,2,2,60.3740234375
4,0,0,1,2,0,1,0,0,0,0,0,0,0,18,5,1,1,1,10.34375
1,0,0,3,4,0,0,0,0,0,0,0,0,0,13,5,1,1,1,4.478515625
1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,1,1,6.9326171875
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,129.888671875
1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,7,1,1,1,239.0185546875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,1,1,1,99.296875
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.779296875
1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,7,1,1,1,239.0185546875
3,0,0,0,0,0,1,0,0,0,0,0,0,0,31,12,1,1,1,299.21875
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.0830078125
1,0,0,2,3,0,1,1,0,0,0,0,0,0,15,2,1,1,1,9.9248046875
11,0,0,1,2,0,1,0,0,0,0,0,0,0,88,44,3,3,3,310.02734375
1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,5,2,2,2,75.8896484375
2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8,2,2,2,50.1044921875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,3.4072265625
25,0,1,1,1,1,1,0,0,0,1,0,0,0,169,70,3,3,3,1160.9716796875
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.8134765625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,5.9736328125
1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,7,2,2,2,185.8134765625
1,0,0,2,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,22.23828125
1,0,0,5,6,0,0,0,0,0,0,0,0,0,21,11,1,1,1,7.3740234375
1,0,0,1,2,0,1,0,0,0,0,0,0,0,9,1,1,1,1,9.0234375
1,0,0,2,3,0,0,1,0,0,0,0,0,0,11,2,0,0,0,59.515625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.6865234375
1,0,0,3,4,0,0,0,0,0,0,0,0,0,16,8,1,1,1,6.091796875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,1,1,1,213.396484375
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,0,2.396484375
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,3,1,1,1,4.244140625
5,0,0,1,2,0,1,0,0,0,0,0,0,0,19,7,1,1,1,9.4619140625
1,0,0,5,6,0,0,0,0,0,0,0,0,0,21,11,1,1,1,7.3720703125
1,0,0,1,2,0,0,1,0,0,0,0,0,0,15,2,1,1,1,10.9091796875
1,0,0,2,3,0,0,0,0,0,0,0,0,0,12,5,1,1,1,5.9619140625
0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,2.0869140625
1,0,4,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,2,7.9130859375
1,0,0,3,4,0,0,0,0,0,0,0,0,0,13,5,1,1,1,4.5244140625
2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,2,2,2,41.8837890625
1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,0,1,1,3.861328125
0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,3,1,1,1,18.341796875
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,553.1962890625
1,0,0,1,2,0,1,0,0,0,0,0,0,0,9,1,1,1,1,8.2080078125
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,4.322265625
2,0,2,0,1,0,0,15,0,0,0,0,0,0,158,37,30,30,15,140.8388671875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,1,1,1,3.69140625
1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,9,2,2,2,218.5478515625
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.1376953125
1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,7,1,1,1,238.078125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,1,1,1,3.765625
3,0,0,0,0,0,1,0,0,0,0,0,0,0,70,4,1,1,1,32.453125
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,129.888671875
1,0,0,2,3,0,0,0,0,0,0,0,0,0,12,5,1,1,1,6.01953125
1,0,0,1,2,0,0,0,0,0,0,0,0,0,9,3,1,1,1,2.6884765625
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,0,0,0,1.251953125
3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,2,2,2,46.78515625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.6220703125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.8017578125
1,0,0,3,4,0,0,0,0,0,0,0,0,0,14,6,1,1,1,16.06640625
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.8642578125
2,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,8.0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,1,590.5185546875
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,71.7158203125
1,0,0,5,6,0,0,0,0,0,0,0,0,0,21,11,1,1,1,7.3720703125
1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,8,2,2,2,268.46875
1,0,0,3,4,0,0,0,0,0,0,0,0,0,16,8,1,1,1,6.2255859375
0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,3,1,1,1,18.6796875
1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,1,1,1,34.671875
1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,9,2,2,2,174.771484375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,3.4990234375
2,0,0,2,3,0,1,1,0,0,0,0,0,0,18,3,1,1,0,6.6962890625
3,0,0,0,0,0,1,0,0,0,0,0,0,0,65,4,1,1,1,31.4697265625
2,0,0,1,2,0,1,0,0,0,0,0,0,0,13,3,1,1,1,4.7724609375
1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,1,1,1,121.798828125
0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,1,1,15.08984375
3,0,0,0,0,0,1,0,0,0,0,0,0,0,31,12,1,1,1,299.21875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,1,51.1337890625
3,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,2,2,2,41.380859375
0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,3,1,1,1,19.296875
1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,3,1,1,1,10.1533203125
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,12.6611328125
12,1,0,4,5,0,0,1,0,1,0,9,1,0,89,31,1,1,2,412.4189453125
4,0,0,0,0,0,1,0,0,0,0,0,0,0,72,5,1,1,1,35.2060546875
