Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb
37,1,0,4,5,0,0,1,0,1,0,9,1,0,118,6,1,1,2,582.9316281061444
2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,1,81.25881683903567
7,0,0,2,6,0,0,0,0,0,0,0,0,0,30,7,0,1,0,99.82300686076383
7,0,0,1,1,0,1,0,0,0,0,0,0,0,31,5,3,1,1,64.4936356311402
7,0,0,2,0,0,0,1,0,0,0,0,0,0,17,2,1,1,1,49.18496558031981
5,0,0,0,1,0,1,0,0,0,0,0,0,0,33,7,1,3,1,19.212650442391112
6,0,0,1,4,0,1,0,0,0,0,0,0,0,1,2,1,1,1,44.74597768829699
31,1,0,4,5,0,0,1,0,1,0,9,1,0,110,36,1,1,2,813.313576436587
7,0,0,0,4,0,0,0,0,0,0,0,0,0,33,8,1,1,1,86.97110917368354
2,1,0,4,5,0,0,1,0,1,0,9,1,0,103,31,1,1,2,396.3454399596156
25,1,0,4,5,0,0,1,0,1,0,9,1,0,111,19,1,1,2,998.3491458799137
3,0,0,3,0,0,0,0,0,0,0,0,0,0,29,6,2,0,4,42.984339082436776
5,0,0,1,1,0,0,0,0,0,0,0,0,0,283,4,1,1,1,53.63098816320799
1,0,0,2,6,0,1,0,0,0,0,0,0,0,11,1,1,1,1,17.62124459832356
1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,1,1,75.9610270655315
4,0,0,2,0,0,1,0,0,0,0,0,0,0,14,7,1,1,1,40.518979244081784
1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,1,2,19.043120662172562
6,0,4,0,0,0,0,0,0,0,0,0,0,0,410,67,18,0,2,1045.8786914417217
6,0,1,19,0,0,0,0,0,0,0,0,0,0,371,38,0,2,2,399.61942590802204
3,0,1,0,0,3,0,0,0,0,0,0,0,0,295,29,3,0,6,35.3571886566419
6,0,0,0,0,0,1,0,0,0,0,0,0,0,44,11,0,0,1,61.38094325818531
14,0,1,0,1,1,0,15,0,0,0,0,0,0,760,192,4,1,4,127.40016714569028
11,0,0,4,0,0,0,0,0,0,0,0,0,0,98,17,0,2,2,548.7280531988351
1,0,0,1,0,0,0,0,0,0,1,1,0,0,345,2,4,2,2,50.19513794682442
2,0,1,1,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1,77.21848803471198
7,0,0,2,3,0,1,1,0,0,0,0,0,0,65,5,1,1,1,42.002829707737234
30,1,0,4,5,0,0,1,0,1,0,9,1,0,111,33,1,7,2,939.4017985669403
2,0,0,0,2,0,0,0,0,0,0,0,0,0,40,71,2,2,1,46.1755781597126
1,0,0,0,0,0,0,1,0,0,0,0,0,0,43,1,0,1,1,30.305883349381528
5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,1,0,24.807538285215468
1,0,0,0,1,0,1,1,0,0,0,0,0,0,100,5,1,1,1,35.41072160200741
23,0,0,5,0,0,0,0,0,0,0,0,0,0,299,51,0,12,4,849.2816619341945
2,0,0,1,1,0,2,0,0,0,0,0,0,0,5,3,6,1,1,17.761725270665025
0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,4,0,1,1,27.064689441163058
1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,2,15.211014705326502
3,0,1,0,0,1,0,0,0,0,1,0,0,0,86,82,3,0,3,210.3324411152502
4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,1,1,38.92658007191443
44,1,0,4,5,0,0,1,0,1,0,9,1,0,113,27,1,1,2,518.8462584275258
3,0,3,0,1,0,0,0,0,0,1,0,0,0,49,26,5,1,20,2057.8475322440963
4,0,0,5,2,0,0,0,0,0,0,0,0,0,271,1,0,1,2,19.487857163242207
6,0,0,0,0,0,1,0,0,0,0,1,0,0,37,3,3,0,1,388.2159619283297
5,0,2,1,0,0,0,0,0,0,0,0,0,0,29,3,3,0,1,52.79026823081013
1,0,0,1,0,0,1,0,0,0,0,0,0,0,21,8,1,1,1,28.48462816012702
6,0,0,0,5,0,0,0,0,0,0,0,0,0,54,149,0,1,2,689.102472562816
0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,2,1,1,1,35.484856659039934
3,0,2,0,1,1,0,0,0,0,0,0,0,0,9,61,0,2,7,51.16781682006186
19,1,0,4,5,0,0,1,0,1,0,9,1,0,96,26,1,1,2,771.9956826155436
3,0,0,1,4,0,0,0,0,0,0,0,0,0,18,8,1,1,1,79.430693329899
1,0,0,2,3,0,1,1,0,0,0,0,0,0,39,3,1,1,1,14.222265884544637
6,0,0,2,3,0,1,0,0,0,0,0,0,0,0,4,1,1,1,18.805031393377146
7,0,0,1,2,0,1,0,0,0,0,0,0,0,11,2,1,1,1,53.046111121544484
3,0,0,2,4,0,1,0,0,0,0,0,0,0,61,5,1,1,1,50.836685390899135
4,0,0,0,0,0,0,1,0,0,0,1,0,0,30,1,0,1,12,13.036095947375433
2,0,0,0,3,0,0,0,0,0,0,0,0,0,33,59,31,10,4,317.05647398710266
5,0,0,2,1,0,0,0,0,0,0,0,0,0,6,10,1,1,1,21.13374710528188
21,1,0,4,5,0,0,1,0,1,0,9,1,0,112,47,1,1,2,999.2473776264221
14,0,52,0,13,10,0,0,0,0,0,0,0,0,420,31,3,5,4,32.698139196615074
7,0,0,3,4,0,1,0,0,0,0,0,0,0,10,7,2,1,1,48.98750989816801
9,0,0,4,0,0,0,1,0,0,0,0,1,0,108,5,1,0,2,902.4911723040864
2,0,0,3,1,0,0,0,0,0,0,0,0,0,6,7,3,1,1,33.396032367952444
3,0,0,1,2,0,0,1,0,0,0,0,0,0,5,3,1,1,1,38.91926965309355
0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,0,22,4,31.694247979448186
7,0,0,1,0,0,4,0,0,0,0,0,0,0,647,182,1,12,4,77.7890381066863
7,0,1,3,1,10,0,3,0,0,0,0,0,0,538,158,0,12,10,864.0254903794465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,88,0,1,0,38.078023660780545
3,0,1,0,0,0,0,0,0,0,0,0,0,0,67,114,3,2,6,778.1404257545546
2,0,0,3,2,0,1,1,0,0,0,0,0,0,21,5,1,1,1,63.445448552205306
6,0,0,2,2,0,1,0,0,0,0,0,0,0,30,7,1,1,1,97.38566606188957
3,0,0,0,1,0,0,1,0,0,0,0,0,0,44,7,0,1,1,10.054324404813979
5,0,0,1,2,0,1,0,0,0,0,0,0,0,17,10,1,1,1,29.279257470968982
1,0,1,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,11.947267565495707
1,0,0,0,4,0,0,1,0,0,0,0,0,0,63,2,0,0,0,63.10256269951036
64,0,1,0,0,0,0,0,0,0,0,0,0,0,319,46,31,2,12,380.5447351734687
2,0,0,1,1,0,1,0,0,0,0,0,0,0,58,2,3,22,7,22.16675930517718
0,0,1,0,3,0,0,0,0,0,0,1,0,0,348,35,18,31,3,550.7238793301921
9,0,0,1,2,0,1,0,0,0,0,0,0,0,1,10,1,1,1,97.94426913179086
3,0,0,1,2,0,1,0,0,0,0,0,0,0,81,9,1,1,1,56.42059682126394
13,1,0,4,5,0,0,1,0,1,0,9,1,0,677,40,1,1,2,859.6390920168476
1,0,0,0,1,0,1,0,0,0,0,0,0,0,309,9,18,4,1,103.69781288111028
6,0,4,0,0,3,0,0,0,0,0,0,0,0,93,91,0,7,6,392.006166196697
4,0,0,0,0,0,0,1,0,0,0,0,0,0,635,41,0,0,2,863.973369994915
1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,2,1,29.675315800077566
4,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,1,1,1,71.03887672343934
7,0,1,0,0,4,0,0,0,0,1,0,0,0,454,246,3,2,0,408.2485413452348
1,0,0,1,6,0,2,3,0,0,0,1,0,0,33,2,1,1,1,1.6123539444337638
4,0,0,0,2,0,0,0,0,0,0,0,0,0,48,0,1,0,1,46.972335809201255
3,0,0,0,4,0,1,0,0,0,0,0,0,0,3,2,4,18,1,34.93772532328833
5,0,0,2,0,0,0,0,0,0,0,0,0,0,19,9,1,1,1,76.74332169535293
4,0,0,1,1,0,1,0,0,0,0,0,0,0,15,5,1,1,1,46.37400433170787
7,0,0,0,2,0,1,0,0,0,0,0,0,0,21,6,0,1,1,62.552797436183596
3,0,3,1,1,0,0,0,0,0,0,0,0,0,366,5,3,22,6,32.58684921047795
0,0,0,0,1,0,2,1,0,0,0,0,0,0,33,7,1,1,1,47.171688935047015
4,0,0,2,1,0,1,1,0,0,0,0,0,0,51,5,1,1,2,74.33753360738945
2,1,0,4,5,0,0,1,0,1,0,9,1,0,104,21,1,1,2,673.1614354156154
2,0,0,1,3,0,0,0,0,0,0,0,0,0,40,7,10,22,31,24.41671788026204
24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,1,66.27326418908874
8,0,0,1,0,1,1,3,0,0,0,0,0,0,391,60,2,4,4,115.62132000402228
4,0,0,5,0,0,0,0,0,0,0,0,0,0,41,126,1,1,6,96.83862905412275
1,0,0,0,1,0,0,0,0,0,0,1,0,0,147,51,10,0,2,49.52817484195258
4,0,0,1,0,0,1,0,0,0,0,0,0,0,42,9,1,1,1,17.826182639258487
3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,0,0,1,23.68278176164072
4,0,0,2,4,0,0,0,0,0,0,0,0,0,54,8,1,1,1,55.01915143930712
3,1,0,4,5,0,0,1,0,1,0,9,1,0,99,18,1,1,2,1282.5244578088125
7,0,0,0,1,0,1,0,0,0,0,0,0,0,53,135,3,2,1,83.49299692667832
5,0,0,4,0,0,0,0,0,0,0,0,0,0,96,47,0,2,4,72.2076693869214
23,1,0,4,5,0,0,1,0,1,0,9,1,0,686,37,1,1,2,949.7825435825671
9,1,0,4,5,0,0,1,0,1,0,9,1,0,79,38,1,1,2,761.3695878531996
29,0,0,4,5,0,0,1,0,1,0,9,1,0,115,15,1,1,2,788.8937498539162
2,0,0,0,1,0,0,0,0,0,0,0,0,0,60,6,1,1,1,5.092032063196449
2,0,0,1,2,0,1,0,0,0,0,0,0,0,35,8,1,1,1,14.779375062196907
2,0,0,3,19,0,0,1,0,0,0,0,1,0,78,2,22,1,2,2352.665799923482
8,0,0,0,2,0,0,0,0,0,0,0,0,0,37,10,1,0,1,108.69228270221271
20,0,0,13,0,1,0,0,0,0,0,0,0,0,29,51,3,22,5,415.3978975874711
80,0,8,0,0,0,0,0,0,0,0,0,1,0,626,1,0,2,6,197.27302635971026
2,0,0,0,0,0,4,0,0,0,0,0,0,0,16,6,1,2,1,41.40098218182098
18,1,0,0,0,0,0,0,0,0,0,7,1,0,60,2,0,0,2,270.43119620125105
4,0,0,0,2,0,1,1,0,0,0,0,0,0,10,0,1,1,1,14.664706698692099
1,0,0,1,0,0,1,0,0,0,0,0,0,0,25,3,1,0,1,15.576329984153745
5,0,2,0,0,0,0,0,0,0,0,0,0,0,112,10,0,2,2,2692.478721789054
1,0,0,0,0,0,0,1,0,0,0,0,0,0,45,6,1,1,2,34.97000726208148
38,0,1,0,1,0,1,0,0,0,1,0,0,0,202,175,22,3,3,46.48376815699373
4,0,0,2,2,0,1,1,0,0,0,0,0,0,28,6,1,1,1,73.78129599310661
1,0,0,1,0,0,0,0,0,0,0,0,0,0,77,36,2,0,6,24.76631142704369
3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,2,2,2,401.5520585992232
7,0,0,2,2,0,1,1,0,0,0,0,0,0,33,3,1,1,1,67.51877815619619
40,0,0,19,0,1,0,0,0,1,0,0,0,0,341,85,22,12,5,673.3372236225839
3,1,0,4,5,0,0,1,0,1,0,9,1,0,112,12,1,1,2,629.8521162898901
6,0,0,1,0,0,1,1,0,0,0,0,0,0,39,4,1,1,1,38.328050351463034
34,0,0,3,3,0,0,0,0,0,0,0,0,0,34,1,3,1,1,0.720061483364212
2,0,0,1,3,0,1,1,0,0,0,0,0,0,29,1,1,1,1,55.988883030896304
1,0,0,2,2,0,0,1,0,0,0,0,0,0,42,2,1,1,1,34.815454487009745
1,0,0,1,1,0,1,0,0,0,0,0,0,0,22,3,1,1,1,1.265670873361298
0,0,0,2,2,0,0,1,0,0,0,0,0,0,19,3,1,1,1,21.223735159257426
1,0,0,2,0,0,0,1,0,0,0,0,0,0,13,6,1,1,1,37.643570730854705
8,0,0,1,2,0,1,0,0,0,0,0,0,0,3,4,1,1,1,71.46948034598604
4,0,1,0,0,0,0,0,0,0,0,0,0,0,39,5,3,0,2,198.83269317194978
5,0,0,1,3,0,1,0,0,0,0,0,0,0,9,12,1,1,1,68.32400848132829
31,0,0,1,1,0,0,0,0,0,1,0,0,0,514,75,2,1,3,492.2431633669454
20,1,0,4,5,0,0,1,0,1,0,9,1,0,109,36,1,1,2,1017.3760048979269
10,0,10,5,1,1,0,0,0,0,0,8,0,0,409,23,2,0,2,2489.1699518051655
7,0,0,1,4,0,1,1,0,0,0,0,0,0,5,7,1,1,1,73.06259293702831
1,0,0,4,0,0,1,1,0,0,0,0,1,0,94,8,1,1,2,96.80387281972868
5,0,0,2,2,0,1,0,0,0,0,0,0,0,63,4,1,1,1,37.057841109328734
5,0,0,1,2,0,0,1,0,0,0,0,0,0,20,1,1,1,1,1.098054189386655
5,0,0,1,2,0,1,0,0,0,0,0,0,0,7,1,1,1,1,26.59635643870184
4,0,1,5,0,0,0,0,0,0,0,0,0,0,186,73,0,3,33,3394.50618689387
8,0,0,1,2,0,1,0,0,0,0,0,0,0,31,10,1,1,1,40.06034751205582
1,0,0,0,3,0,0,1,0,0,0,0,1,0,19,5,2,0,1,1.1569560568962274
7,0,0,1,1,0,0,0,0,0,0,0,0,0,33,3,1,1,1,5.232720048494453
6,0,0,1,4,0,1,0,0,0,0,0,0,0,4,10,1,1,1,84.42301280867336
23,0,1,0,0,0,0,0,0,0,0,0,0,0,32,66,30,2,2,416.09023922189573
5,0,0,0,0,0,0,0,0,0,0,0,1,0,89,32,1,1,2,1998.48818701746
6,0,0,1,2,0,1,1,0,0,0,0,0,0,34,10,1,1,1,36.003997979306135
22,1,0,4,5,0,0,1,0,1,0,9,1,0,684,2,1,1,2,486.9247077730106
3,0,0,2,4,0,1,1,0,0,0,0,0,0,45,7,1,1,1,7.322050835510277
1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,8,0,2,2,291.9575319912339
2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,6,1,1,1,39.200642258720166
3,0,0,2,2,0,1,0,0,0,0,0,0,0,231,7,1,1,1,28.58374510414016
5,0,0,1,2,0,2,0,0,0,0,0,0,0,3,12,0,1,1,6.644179098846168
131,0,1,0,0,1,1,0,0,0,0,3,0,0,87,45,0,3,4,2793.6168955763333
4,0,0,2,1,0,1,1,0,0,0,0,0,0,8,6,1,1,1,33.875969009552094
3,0,0,2,2,0,0,1,0,0,0,0,0,0,17,1,1,1,1,17.77572079539763
4,0,0,1,0,0,1,0,0,0,0,0,0,0,28,4,1,1,4,83.74114483065382
3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,9,2,2,584.7445291592121
4,0,0,0,2,0,1,0,0,0,0,0,0,0,51,10,1,1,1,95.28932092801513
5,0,0,0,2,0,1,0,0,0,0,0,0,0,45,9,1,1,1,4.4377491887176
4,0,0,3,1,0,1,0,0,0,0,0,0,0,35,10,1,1,1,43.275811258414365
5,0,0,1,0,0,0,0,0,0,0,0,0,0,77,112,0,0,0,2324.945096157254
4,0,0,0,0,0,1,0,0,0,0,0,0,0,38,6,0,2,1,47.0044671860187
6,0,0,1,2,0,1,0,0,0,0,0,0,0,69,5,1,1,10,31.333506927633152
4,0,6,1,0,0,0,1,0,0,0,1,0,0,354,11,1,22,2,761.7356642391503
3,0,0,2,1,0,1,0,0,0,0,0,0,0,30,8,1,1,1,30.37349474647629
3,0,0,0,0,0,0,1,0,0,0,0,0,0,74,4,9,1,4,69.14657390465433
4,0,0,1,3,0,1,0,0,0,0,0,0,0,17,9,1,1,1,95.96394016320384
11,1,0,4,5,0,0,1,0,1,0,9,1,0,113,17,1,1,2,650.0757020730032
3,0,0,1,1,1,0,0,0,0,0,0,0,0,337,12,3,2,2,21.112706976175506
0,0,0,2,3,0,0,1,0,0,0,0,0,0,65,1,1,1,1,21.229598006311793
4,0,1,1,1,1,0,0,0,0,1,0,0,0,701,233,0,0,2,423.3628510872345
1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,59.34850896200251
3,0,2,0,0,0,0,0,0,0,0,0,0,0,26,68,0,2,2,105.44894555333993
3,0,0,0,3,0,0,0,0,0,0,0,0,0,30,4,1,1,1,73.40492422280269
2,0,0,0,6,0,0,0,0,0,0,0,0,0,40,6,1,4,1,11.947502995447714
5,0,0,0,2,0,0,0,0,0,0,7,0,0,100,14,1,2,10,2813.7116930642937
1,0,8,2,1,0,1,0,0,0,0,0,0,0,42,118,5,30,1,43.261386332741
3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,1,1,330.426531992193
42,1,0,4,5,0,0,1,0,1,0,1,1,0,85,31,1,1,2,858.00875008279
1,1,0,4,5,0,0,1,0,1,0,9,1,0,96,21,1,1,2,330.84815080990927
5,0,0,2,3,0,0,3,0,0,0,0,0,0,25,1,1,1,1,54.421163324748335
1,0,0,0,2,0,4,0,0,0,0,0,0,0,58,1,1,1,0,19.495449198715185
1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,1,1,1,1,896.9047810451633
2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,1,45.93468988256617
36,1,0,4,5,0,0,1,0,1,0,9,1,0,74,19,1,1,1,846.1569499034948
1,0,0,1,1,0,0,0,0,0,0,0,0,0,23,1,1,1,1,76.17453897608353
5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8,2,3,2,70.95178296948694
2,0,0,0,19,0,0,0,0,0,0,0,0,0,25,0,2,0,0,80.63686216034253
2,1,0,4,5,0,0,1,0,1,0,1,1,0,57,10,1,1,2,336.8849299072832
0,0,2,0,1,1,0,0,0,0,0,0,0,0,33,176,4,0,4,72.54549285575729
13,0,1,0,0,1,0,0,0,0,0,0,0,0,451,223,5,18,2,3153.741067069215
6,0,0,1,1,0,1,0,0,0,0,0,0,0,59,1,4,1,6,50.13520393105313
7,0,0,1,2,0,1,0,0,0,0,0,0,0,77,8,1,1,1,107.87369719424473
5,0,0,1,1,0,1,0,0,0,0,0,0,0,92,1,1,0,1,31.436061401091845
2,0,0,5,2,0,1,0,0,0,0,0,0,0,52,6,1,1,1,10.248498561495069
6,0,0,2,1,0,1,0,0,0,0,0,0,0,8,11,1,1,1,77.81004785129758
6,0,0,2,3,0,1,1,0,0,0,0,0,0,21,9,1,1,1,68.52915733623924
2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,0,1,35.212310458999696
1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,1,1,34.275713386066144
4,0,0,4,0,0,0,3,0,1,0,0,1,0,1,17,0,1,2,529.6239208809943
24,0,10,0,1,3,0,0,0,0,0,0,0,0,123,31,3,4,3,62.142581111463954
2,1,0,0,1,0,0,1,0,1,0,0,1,0,71,9,1,0,2,1179.7029046963055
4,0,0,1,2,0,0,0,0,0,0,0,0,0,30,2,1,1,1,30.184595700944364
7,0,1,1,1,0,0,9,0,0,0,0,0,0,41,210,0,0,12,1481.312945772324
7,0,1,0,0,0,0,0,0,0,0,0,0,0,550,41,0,0,6,426.9092261069886
4,0,0,3,0,0,0,0,0,0,0,0,0,0,50,2,3,2,1,42.21560047242885
4,0,0,1,3,0,0,0,0,0,0,0,0,0,10,2,2,1,1,18.265829695450318
7,0,0,1,1,1,1,0,0,0,0,0,0,0,697,22,30,3,3,1753.8935215506644
5,0,0,1,0,0,0,0,0,0,0,0,0,0,50,4,1,1,0,115.27596244831197
0,0,1,1,0,1,1,0,0,0,0,0,0,0,47,3,30,2,5,21.85972996893601
2,0,7,0,0,1,0,0,0,0,0,0,0,0,222,95,3,30,15,696.8963459193545
5,0,0,2,3,0,0,0,0,0,0,0,0,0,1,2,1,1,1,7.034847127824172
7,0,0,1,2,0,2,9,0,0,0,0,0,0,386,237,0,5,2,394.5167264920477
4,0,0,1,0,0,0,0,0,0,0,0,0,0,61,5,22,1,1,75.19619036889422
2,0,2,0,0,0,1,0,0,0,0,0,0,0,442,2,0,0,3,646.2295259428702
2,0,0,0,3,0,0,0,0,0,0,0,0,0,32,2,3,1,1,3.2284630186143772
6,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,22,2,3,3677.484903428779
0,0,0,3,2,0,1,0,0,0,0,0,0,0,48,2,1,1,1,34.183663784913094
9,1,0,4,5,0,0,1,0,1,0,9,1,0,89,19,1,1,2,653.0612058555004
2,0,1,3,1,1,0,0,0,0,0,0,0,0,225,141,22,15,3,727.5804961397419
4,0,0,2,2,0,1,0,0,0,0,0,0,0,47,11,1,1,1,43.192783974816095
9,0,7,1,0,0,0,0,0,0,1,0,1,0,99,125,3,1,33,639.4545258033687
22,1,0,4,5,0,0,1,0,1,0,9,1,0,106,6,1,1,2,562.032353740974
4,0,60,0,0,1,0,0,0,0,0,0,0,0,363,32,5,22,2,70.42242503405797
3,0,1,1,0,0,0,0,0,0,1,0,0,0,555,70,1,0,0,2455.77311281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,1,90.55661745936655
3,0,0,1,3,0,1,0,0,0,0,0,0,0,75,5,10,0,1,59.34497477358258
7,0,0,1,2,0,1,0,0,0,0,0,0,0,27,8,1,1,1,47.14698225903203
3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,52.775531814176986
